time	x	y	pressure	tiltX	tiltY	azimuth	sidePressure	rotation
Pause
9.500689704989782	217.0	503.0	0.042481117	-0.59343004	0.8377836	2.1165829	0.0	0.0
9.556773125979817	197.0	526.0	0.046875715	-0.52361476	0.8377836	2.0501904	0.0	0.0
9.573955158994067	196.0	529.0	0.046387427	-0.4887071	0.80287594	2.0451531	0.0	0.0
9.590910198981874	193.0	539.0	0.04443427	-0.4887071	0.80287594	2.0451531	0.0	0.0
9.606858657003613	192.0	545.0	0.04150454	-0.45379946	0.80287594	2.010969	0.0	0.0
9.62406178098172	190.0	550.0	0.04150454	-0.45379946	0.7679683	2.0384805	0.0	0.0
9.641583998978604	189.0	555.0	0.04199283	-0.45379946	0.7679683	2.0384805	0.0	0.0
9.65896392398281	187.0	556.0	0.055176623	-0.45379946	0.73306066	2.0672266	0.0	0.0
9.674113268003566	186.0	557.0	0.07034409	-0.45379946	0.73306066	2.0672266	0.0	0.0
9.69099410797935	185.0	556.0	0.07522698	-0.45379946	0.73306066	2.0672266	0.0	0.0
9.707694051990984	184.0	553.0	0.076203555	-0.4887071	0.73306066	2.1042144	0.0	0.0
9.723821919003967	182.0	550.0	0.075715266	-0.4887071	0.73306066	2.1042144	0.0	0.0
9.741047112998785	180.0	543.0	0.075715266	-0.4887071	0.73306066	2.1042144	0.0	0.0
9.757929688988952	179.0	539.0	0.076203555	-0.4887071	0.7679683	2.0740964	0.0	0.0
9.774352328997338	179.0	534.0	0.07913329	-0.4887071	0.8377836	2.0172966	0.0	0.0
9.791071152983932	181.0	526.0	0.07913329	-0.4887071	0.8377836	2.0172966	0.0	0.0
9.807944205997046	183.0	520.0	0.079621576	-0.4887071	0.8726913	1.9904432	0.0	0.0
9.824180525989505	185.0	515.0	0.080109864	-0.45379946	0.8726913	1.95925	0.0	0.0
9.841113943984965	191.0	506.0	0.08157473	-0.45379946	0.8726913	1.95925	0.0	0.0
9.858021621999796	196.0	500.0	0.083527885	-0.45379946	0.8726913	1.95925	0.0	0.0
9.873957778996555	203.0	496.0	0.08499275	-0.45379946	0.8726913	1.95925	0.0	0.0
9.89290167199215	215.0	491.0	0.08157473	-0.4887071	0.8726913	1.9904432	0.0	0.0
9.907730754988734	224.0	489.0	0.07913329	-0.4887071	0.8726913	1.9904432	0.0	0.0
9.925013040978229	232.0	489.0	0.0698558	-0.4887071	0.8726913	1.9904432	0.0	0.0
9.942364485992584	245.0	491.0	0.06692607	-0.4887071	0.9075989	1.9645146	0.0	0.0
9.957742892001988	254.0	493.0	0.065918975	-0.52361476	0.8726913	2.0219235	0.0	0.0
