time	x	y	pressure	tiltX	tiltY	azimuth	sidePressure	rotation
7.617231717333198	284.0	1018.0	0.01123064	0.6632113	1.0472295	1.1470867	0.0	0.0
Pause
7.840929540339857	416.0	1017.0	0.024414435	0.59339595	1.0472295	1.1994737	0.0	0.0
7.8581668133847415	432.0	1016.0	0.032227054	0.5584883	1.0472295	1.2245963	0.0	0.0
7.8756954511627555	460.0	1014.0	0.035645075	0.5584883	1.0472295	1.2245963	0.0	0.0
7.892574269324541	482.0	1012.0	0.038574807	0.5235807	1.0472295	1.2490804	0.0	0.0
7.907010500319302	507.0	1010.0	0.04492256	0.488673	1.0472295	1.2729796	0.0	0.0
7.926152473315597	535.0	1007.0	0.053711757	0.45376536	1.0472295	1.2963442	0.0	0.0
7.941462613176554	578.0	1003.0	0.075715266	0.45376536	1.0472295	1.2963442	0.0	0.0
7.958278974983841	621.0	999.0	0.07522698	0.38395005	1.0472295	1.3416601	0.0	0.0
7.9758472722023726	649.0	996.0	0.07522698	0.34904242	1.0472295	1.3637012	0.0	0.0
7.992512020282447	677.0	994.0	0.0742504	0.31413478	1.0472295	1.3853875	0.0	0.0
8.008367859292775	702.0	992.0	0.059082933	0.24431947	1.0472295	1.4278553	0.0	0.0
8.025542279239744	734.0	991.0	0.03710994	0.20941181	1.0472295	1.4487127	0.0	0.0
8.041232289280742	753.0	990.0	0.014648661	0.17450416	1.0472295	1.4693677	0.0	0.0
Pause
8.16140797920525	815.0	993.0	0.025391012	0.0	1.0472295	1.5707964	0.0	0.0
8.17517804633826	808.0	995.0	0.01904326	0.0	1.0472295	1.5707964	0.0	0.0
8.192476532422006	800.0	997.0	0.0014648661	0.0	1.0472295	1.5707964	0.0	0.0
Pause
8.34199992613867	627.0	1012.0	0.0053711757	0.20941181	1.0472295	1.4487127	0.0	0.0
Pause
8.42721572611481	518.0	1013.0	0.036621653	0.38395005	1.0472295	1.3416601	0.0	0.0
8.44267343915999	489.0	1014.0	0.03759823	0.41885772	1.0472295	1.3192223	0.0	0.0
8.45817491505295	469.0	1015.0	0.039063096	0.45376536	1.0472295	1.2963442	0.0	0.0
8.473927166312933	450.0	1017.0	0.039063096	0.5235807	1.0472295	1.2490804	0.0	0.0
8.492127753328532	433.0	1019.0	0.016113527	0.5584883	1.0472295	1.2245963	0.0	0.0
Pause
8.642246313393116	439.0	1023.0	0.050782025	0.5584883	1.0472295	1.2245963	0.0	0.0
8.65888387337327	456.0	1021.0	0.054200046	0.5584883	1.0472295	1.2245963	0.0	0.0
8.673895340412855	475.0	1019.0	0.05664149	0.5584883	1.0472295	1.2245963	0.0	0.0
8.69229891942814	496.0	1018.0	0.05664149	0.5584883	1.0472295	1.2245963	0.0	0.0
8.708528588991612	529.0	1015.0	0.057129778	0.5235807	1.0472295	1.2490804	0.0	0.0
8.724317151121795	551.0	1014.0	0.059082933	0.488673	1.0472295	1.2729796	0.0	0.0
8.742340998258442	573.0	1014.0	0.06640726	0.45376536	1.0472295	1.2963442	0.0	0.0
8.758495506364852	606.0	1014.0	0.07083238	0.45376536	1.0472295	1.2963442	0.0	0.0
8.774291235022247	627.0	1014.0	0.072297245	0.38395005	1.0472295	1.3416601	0.0	0.0
8.793561230413616	648.0	1015.0	0.072297245	0.34904242	1.0472295	1.3637012	0.0	0.0
8.809071589261293	676.0	1017.0	0.072297245	0.31413478	1.0472295	1.3853875	0.0	0.0
8.82417305605486	692.0	1017.0	0.072297245	0.2792271	1.0472295	1.4067594	0.0	0.0
8.842417932115495	707.0	1016.0	0.072297245	0.24431947	1.0472295	1.4278553	0.0	0.0
8.85902206832543	726.0	1014.0	0.072297245	0.20941181	1.0472295	1.4487127	0.0	0.0
8.873636916279793	738.0	1013.0	0.07132067	0.17450416	1.0472295	1.4693677	0.0	0.0
8.893593176268041	748.0	1011.0	0.06250095	0.1395965	1.0472295	1.4898558	0.0	0.0
8.909521454013884	760.0	1008.0	0.059082933	0.10468886	1.0472295	1.5102111	0.0	0.0
8.924246055074036	766.0	1007.0	0.058594644	0.10468886	1.0472295	1.5102111	0.0	0.0
8.940889691002667	770.0	1005.0	0.058594644	0.03487356	1.0472295	1.5506581	0.0	0.0
8.959456198383123	772.0	1005.0	0.051270314	0.03487356	1.0472295	1.5506581	0.0	0.0
8.974073302000761	773.0	1005.0	0.019531548	0.0	1.0472295	1.5707964	0.0	0.0
Pause
11.576995914336294	537.0	997.0	0.025391012	0.6283036	1.0472295	1.173657	0.0	0.0
11.591651846189052	540.0	994.0	0.03369192	0.6283036	1.0472295	1.173657	0.0	0.0
11.607380374334753	544.0	991.0	0.03759823	0.59339595	1.0472295	1.1994737	0.0	0.0
11.625237749423832	549.0	988.0	0.040039673	0.59339595	1.0472295	1.1994737	0.0	0.0
11.64183253236115	557.0	985.0	0.04492256	0.59339595	1.0472295	1.1994737	0.0	0.0
11.659544926136732	564.0	983.0	0.053711757	0.5584883	1.0472295	1.2245963	0.0	0.0
11.676405438221991	576.0	982.0	0.054688334	0.5584883	1.0472295	1.2245963	0.0	0.0
11.692685788031667	584.0	983.0	0.054688334	0.5235807	1.0472295	1.2490804	0.0	0.0
11.710347482003272	591.0	985.0	0.055176623	0.488673	1.0472295	1.2729796	0.0	0.0
11.724641185253859	600.0	990.0	0.055176623	0.45376536	1.0472295	1.2963442	0.0	0.0
11.742122928146273	605.0	993.0	0.055664912	0.45376536	1.0472295	1.2963442	0.0	0.0
11.7597855781205	608.0	995.0	0.055664912	0.41885772	1.0472295	1.3192223	0.0	0.0
11.77653235802427	610.0	997.0	0.055664912	0.41885772	1.0472295	1.3192223	0.0	0.0
11.792690881993622	610.0	997.0	0.058594644	0.41885772	1.0472295	1.3192223	0.0	0.0
11.810793868266046	610.0	996.0	0.054200046	0.41885772	1.0472295	1.3192223	0.0	0.0
11.826696987263858	606.0	992.0	0.04931716	0.41885772	1.0472295	1.3192223	0.0	0.0
11.840659197419882	602.0	989.0	0.04199283	0.41885772	1.0472295	1.3192223	0.0	0.0
11.857633820269257	598.0	986.0	0.03418021	0.41885772	1.0472295	1.3192223	0.0	0.0
11.876958149019629	591.0	983.0	0.020508125	0.41885772	1.0472295	1.3192223	0.0	0.0
11.892825619317591	580.0	981.0	0.013672084	0.45376536	1.0472295	1.2963442	0.0	0.0
11.907656296156347	571.0	981.0	0.010254063	0.45376536	1.0472295	1.2963442	0.0	0.0
11.926245422102511	562.0	982.0	3.0518044E-5	0.488673	1.0472295	1.2729796	0.0	0.0
Pause
12.092665445059538	551.0	991.0	0.018066682	0.5584883	1.0472295	1.2245963	0.0	0.0
12.10799521021545	559.0	988.0	0.025879301	0.5584883	1.0472295	1.2245963	0.0	0.0
12.127077720128	567.0	986.0	0.032227054	0.5235807	1.0472295	1.2490804	0.0	0.0
