time	x	y	pressure	tiltX	tiltY	azimuth	sidePressure	rotation
4.481902582803741	342.0	368.0	0.068879224	0.9075648	0.8726913	0.74976766	0.0	0.0
4.540363376960158	342.0	368.0	0.098664835	0.8726572	0.8726913	0.78543276	0.0	0.0
4.558403635863215	342.0	368.0	0.11136034	0.8726572	0.8726913	0.78543276	0.0	0.0
4.5748964690137655	342.0	368.0	0.12259098	0.8726572	0.8726913	0.78543276	0.0	0.0
4.592586120823398	342.0	368.0	0.126009	0.8726572	0.8726913	0.78543276	0.0	0.0
4.609078289009631	342.0	368.0	0.12747388	0.8726572	0.8726913	0.78543276	0.0	0.0
4.623688287800178	342.0	368.0	0.12747388	0.8726572	0.8377836	0.75020343	0.0	0.0
4.642096388852224	342.0	368.0	0.12747388	0.8726572	0.8377836	0.75020343	0.0	0.0
4.658651988953352	342.0	368.0	0.12796216	0.8726572	0.8377836	0.75020343	0.0	0.0
4.674087214982137	342.0	368.0	0.12845045	0.8726572	0.8377836	0.75020343	0.0	0.0
4.693018523976207	342.0	368.0	0.13434044	0.83774954	0.8377836	0.7854324	0.0	0.0
4.708078684983775	342.0	368.0	0.13629359	0.83774954	0.8377836	0.7854324	0.0	0.0
4.725778101012111	342.0	368.0	0.13678187	0.83774954	0.8377836	0.7854324	0.0	0.0
4.740998908877373	342.0	368.0	0.13678187	0.83774954	0.8377836	0.7854324	0.0	0.0
4.758323821006343	342.0	368.0	0.13678187	0.83774954	0.8377836	0.7854324	0.0	0.0
4.774129248922691	342.0	368.0	0.13727017	0.83774954	0.8377836	0.7854324	0.0	0.0
4.791710807941854	342.0	368.0	0.13922332	0.83774954	0.8377836	0.7854324	0.0	0.0
4.8092928738333285	342.0	368.0	0.14117648	0.83774954	0.8377836	0.7854324	0.0	0.0
4.824068369809538	342.0	368.0	0.14215305	0.83774954	0.8377836	0.7854324	0.0	0.0
4.843067192938179	342.0	368.0	0.14166476	0.83774954	0.8377836	0.7854324	0.0	0.0
4.859191611874849	342.0	368.0	0.14215305	0.83774954	0.8377836	0.7854324	0.0	0.0
4.87401481391862	342.0	368.0	0.14312963	0.83774954	0.8377836	0.7854324	0.0	0.0
4.891480428865179	342.0	368.0	0.14654765	0.83774954	0.8377836	0.7854324	0.0	0.0
4.9084275488276035	342.0	368.0	0.14703594	0.83774954	0.8377836	0.7854324	0.0	0.0
4.924849486909807	342.0	368.0	0.14752422	0.83774954	0.8377836	0.7854324	0.0	0.0
4.94152003293857	342.0	368.0	0.14703594	0.83774954	0.8377836	0.7854324	0.0	0.0
4.9593779218848795	342.0	368.0	0.14703594	0.83774954	0.80287594	0.7504607	0.0	0.0
4.9750962948892266	342.0	368.0	0.14703594	0.83774954	0.80287594	0.7504607	0.0	0.0
4.991586248856038	342.0	368.0	0.14703594	0.83774954	0.80287594	0.7504607	0.0	0.0
5.008106825873256	342.0	368.0	0.14654765	0.83774954	0.80287594	0.7504607	0.0	0.0
5.024498675018549	342.0	368.0	0.14557107	0.83774954	0.7679683	0.71574384	0.0	0.0
5.042179398005828	342.0	368.0	0.14557107	0.83774954	0.7679683	0.71574384	0.0	0.0
